story_id,level,chapter,theme_index,idea,shlokas,age_hint,verse_summaries_en,verse_summaries_te
"s16_02","seeds","16","2","demoniac tendencies","16.21, 16.22","5-7 years (simple school/home analogies)","16.21: Desire, wrath, and greed—these are the three gateways to Naraka, ruinous to the self. Therefore, one should abandon these three. | 16.22: One who has been released from these three gates of darkness, O Arjuna, works for the benefit of the self; thus, they reach the supreme state.","16.21: Desire, wrath, and greed—these are the three gateways to Naraka, ruinous to the self. Therefore, one should abandon these three. | 16.22: One who has been released from these three gates of darkness, O Arjuna, works for the benefit of the self; thus, they reach the supreme state."
"s16_03","seeds","16","3","choosing your camp","16.23, 16.24","5-7 years (simple school/home analogies)","16.23: He who, abandoning the injunctions of the Sastras, acts under the influence of desire, attains neither perfection nor pleasure, nor the supreme state. | 16.24: Therefore, let the Sastra be your authority for determining what should be done and what should not be done. Knowing what is enjoined in the injunctions of t...","16.23: He who, abandoning the injunctions of the Sastras, acts under the influence of desire, attains neither perfection nor pleasure, nor the supreme state. | 16.24: Therefore, let the Sastra be your authority for determining what should be done and what should not be done. Knowing what is enjoined in the injunctions of t..."
"sk16_01","seekers","16","1","divine qualities","16.1, 16.2, 16.3","8-10 years (deeper, can mention Arjuna/Krishna)","16.1: The Lord said, ""Fearlessness, purity of mind, devotion to meditation on the knowledge of the self, alms-giving, self-control, worship, study of the Vedas, austerity, and uprightness— | 16.2: Non-injury, truth, freedom from anger, renunciation, tranquility, non-slandering of others, compassion for all beings, freedom from desire, gentleness, a sense of shame, and freedom from fickleness; | 16.3: Grandeur, patience, fortitude, purity, freedom from hatred and over-pride—these, O Arjuna, belong to one who is born to a divine destiny.","16.1: The Lord said, ""Fearlessness, purity of mind, devotion to meditation on the knowledge of the self, alms-giving, self-control, worship, study of the Vedas, austerity, and uprightness— | 16.2: Non-injury, truth, freedom from anger, renunciation, tranquility, non-slandering of others, compassion for all beings, freedom from desire, gentleness, a sense of shame, and freedom from fickleness; | 16.3: Grandeur, patience, fortitude, purity, freedom from hatred and over-pride—these, O Arjuna, belong to one who is born to a divine destiny."
"sk16_02","seekers","16","2","demoniac tendencies","16.4, 16.5, 16.6","8-10 years (deeper, can mention Arjuna/Krishna)","16.4: Pompousness, arrogance, self-conceit, wrath, rudeness, and ignorance—these, O Arjuna, belong to one who is born with a demonic destiny. | 16.5: The divine destiny is said to lead to liberation, while the demoniac to bondage. Do not grieve, O Arjuna, for you are born with a divine destiny. | 16.6: There are two types of beings in this world: the divine and the demoniac. The divine have been described at length. Hear from Me, O Arjuna, about the demoniac.","16.4: Pompousness, arrogance, self-conceit, wrath, rudeness, and ignorance—these, O Arjuna, belong to one who is born with a demonic destiny. | 16.5: The divine destiny is said to lead to liberation, while the demoniac to bondage. Do not grieve, O Arjuna, for you are born with a divine destiny. | 16.6: There are two types of beings in this world: the divine and the demoniac. The divine have been described at length. Hear from Me, O Arjuna, about the demoniac."
"sk16_03","seekers","16","3","choosing your camp","16.7, 16.8","8-10 years (deeper, can mention Arjuna/Krishna)","16.7: The demoniacal men neither know action nor renunciation. They have no cleanliness, nor right conduct, nor truth. | 16.8: They maintain: 'The universe is without truth, with no foundation, and without a Lord (Isvara). What else could exist without mutual causation? It has lust as its cause.'","16.7: The demoniacal men neither know action nor renunciation. They have no cleanliness, nor right conduct, nor truth. | 16.8: They maintain: 'The universe is without truth, with no foundation, and without a Lord (Isvara). What else could exist without mutual causation? It has lust as its cause.'"
"sk16_04","seekers","16","4","divine qualities","16.21, 16.22, 16.23","8-10 years (deeper, can mention Arjuna/Krishna)","16.21: Desire, wrath, and greed—these are the three gateways to Naraka, ruinous to the self. Therefore, one should abandon these three. | 16.22: One who has been released from these three gates of darkness, O Arjuna, works for the benefit of the self; thus, they reach the supreme state. | 16.23: He who, abandoning the injunctions of the Sastras, acts under the influence of desire, attains neither perfection nor pleasure, nor the supreme state.","16.21: Desire, wrath, and greed—these are the three gateways to Naraka, ruinous to the self. Therefore, one should abandon these three. | 16.22: One who has been released from these three gates of darkness, O Arjuna, works for the benefit of the self; thus, they reach the supreme state. | 16.23: He who, abandoning the injunctions of the Sastras, acts under the influence of desire, attains neither perfection nor pleasure, nor the supreme state."
"sk16_05","seekers","16","5","demoniac tendencies","16.23, 16.24","8-10 years (deeper, can mention Arjuna/Krishna)","16.23: He who, abandoning the injunctions of the Sastras, acts under the influence of desire, attains neither perfection nor pleasure, nor the supreme state. | 16.24: Therefore, let the Sastra be your authority for determining what should be done and what should not be done. Knowing what is enjoined in the injunctions of the Sastra, you should perform work here.","16.23: He who, abandoning the injunctions of the Sastras, acts under the influence of desire, attains neither perfection nor pleasure, nor the supreme state. | 16.24: Therefore, let the Sastra be your authority for determining what should be done and what should not be done. Knowing what is enjoined in the injunctions of the Sastra, you should perform work here."
"sk16_06","seekers","16","6","choosing your camp","16.1, 16.3","8-10 years (deeper, can mention Arjuna/Krishna)","16.1: The Lord said, ""Fearlessness, purity of mind, devotion to meditation on the knowledge of the self, alms-giving, self-control, worship, study of the Vedas, austerity, and uprightness— | 16.3: Grandeur, patience, fortitude, purity, freedom from hatred and over-pride—these, O Arjuna, belong to one who is born to a divine destiny.","16.1: The Lord said, ""Fearlessness, purity of mind, devotion to meditation on the knowledge of the self, alms-giving, self-control, worship, study of the Vedas, austerity, and uprightness— | 16.3: Grandeur, patience, fortitude, purity, freedom from hatred and over-pride—these, O Arjuna, belong to one who is born to a divine destiny."
"sk16_07","seekers","16","7","divine qualities","16.4, 16.6","8-10 years (deeper, can mention Arjuna/Krishna)","16.4: Pompousness, arrogance, self-conceit, wrath, rudeness, and ignorance—these, O Arjuna, belong to one who is born with a demonic destiny. | 16.6: There are two types of beings in this world: the divine and the demoniac. The divine have been described at length. Hear from Me, O Arjuna, about the demoniac.","16.4: Pompousness, arrogance, self-conceit, wrath, rudeness, and ignorance—these, O Arjuna, belong to one who is born with a demonic destiny. | 16.6: There are two types of beings in this world: the divine and the demoniac. The divine have been described at length. Hear from Me, O Arjuna, about the demoniac."
"s17_01","seeds","17","1","faith shapes actions","17.3, 17.4","5-7 years (simple school/home analogies)","17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who th... | 17.4: The sattvic types worship the gods; the rajasic types worship yaksas and rakshasas; and the others, the tamasic types, worship the departed ancestors and hos...","17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who th... | 17.4: The sattvic types worship the gods; the rajasic types worship yaksas and rakshasas; and the others, the tamasic types, worship the departed ancestors and hos..."
"s17_02","seeds","17","2","sattvic rajasic tamasic worship","17.20, 17.21","5-7 years (simple school/home analogies)","17.20: Gifts given with the feeling that it is one's own duty to give, to one who makes no return, at the proper place and time to the deserving person—that is said... | 17.21: But that which is given as a consideration for something received or in expectation of a future reward, or grudgingly, is called a Rajasika gift.","17.20: Gifts given with the feeling that it is one's own duty to give, to one who makes no return, at the proper place and time to the deserving person—that is said... | 17.21: But that which is given as a consideration for something received or in expectation of a future reward, or grudgingly, is called a Rajasika gift."
"s17_03","seeds","17","3","OM Tat Sat","17.27, 17.28","5-7 years (simple school/home analogies)","17.27: Devotion to sacrifice, austerity, and gifts is also referred to as Sat; and thus, any action for such purposes is known as Sat. | 17.28: Whatever offering or gift is made, whatever austerity is practiced, and whatever action is performed without faith, that is called Asat, O Arjuna. It is of n...","17.27: Devotion to sacrifice, austerity, and gifts is also referred to as Sat; and thus, any action for such purposes is known as Sat. | 17.28: Whatever offering or gift is made, whatever austerity is practiced, and whatever action is performed without faith, that is called Asat, O Arjuna. It is of n..."
"s17_04","seeds","17","4","faith shapes actions","17.1, 17.3","5-7 years (simple school/home analogies)","17.1: Arjuna said, ""Now, O Krsna, what is the position or basis of those who, despite leaving aside the injunction of the Sastra, still worship with faith? Is it S... | 17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who th...","17.1: Arjuna said, ""Now, O Krsna, what is the position or basis of those who, despite leaving aside the injunction of the Sastra, still worship with faith? Is it S... | 17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who th..."
"sk17_01","seekers","17","1","faith shapes actions","17.1, 17.2, 17.3","8-10 years (deeper, can mention Arjuna/Krishna)","17.1: Arjuna said, ""Now, O Krsna, what is the position or basis of those who, despite leaving aside the injunction of the Sastra, still worship with faith? Is it Sattva, Rajas, or Tamas?"" | 17.2: The Lord said, ""The faith of embodied beings is threefold, born of their own nature and constituted of Sattva, Rajas, and Tamas. Now, listen to me about it."" | 17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who they are.","17.1: Arjuna said, ""Now, O Krsna, what is the position or basis of those who, despite leaving aside the injunction of the Sastra, still worship with faith? Is it Sattva, Rajas, or Tamas?"" | 17.2: The Lord said, ""The faith of embodied beings is threefold, born of their own nature and constituted of Sattva, Rajas, and Tamas. Now, listen to me about it."" | 17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who they are."
"sk17_02","seekers","17","2","sattvic rajasic tamasic worship","17.8, 17.9, 17.10","8-10 years (deeper, can mention Arjuna/Krishna)","17.8: Foods that promote longevity, intellectual alertness, strength, health, pleasure, and happiness, and those that are sweet, oily, substantial, and agreeable, are dear to sattvic men. | 17.9: Foods that are bitter, sour, very salty, excessively heating, highly pungent, dry, and burning are all dear to Rajasika men; they cause pain, sorrow, and disease. | 17.10: That food which is stale, tasteless, putrid, decayed, rejected, unclean, is dear to those of a Tamasic nature.","17.8: Foods that promote longevity, intellectual alertness, strength, health, pleasure, and happiness, and those that are sweet, oily, substantial, and agreeable, are dear to sattvic men. | 17.9: Foods that are bitter, sour, very salty, excessively heating, highly pungent, dry, and burning are all dear to Rajasika men; they cause pain, sorrow, and disease. | 17.10: That food which is stale, tasteless, putrid, decayed, rejected, unclean, is dear to those of a Tamasic nature."
"sk17_03","seekers","17","3","OM Tat Sat","17.11, 17.12, 17.13","8-10 years (deeper, can mention Arjuna/Krishna)","17.11: The sacrifice (worship) marked by Sattva is what is offered by those who desire no fruit and have the conviction that it should be performed as prescribed in the scriptures. | 17.12: But that sacrifice which is offered with the intention of gaining a reward and for the sake of show, know it, O Arjuna, to be Rajasic. | 17.13: That sacrifice which is devoid of authority, which uses offerings not sanctioned by the Sastras, which is performed without recitation of hymns and devoid of gifts and faith - that, they say, is marked by Tamas.","17.11: The sacrifice (worship) marked by Sattva is what is offered by those who desire no fruit and have the conviction that it should be performed as prescribed in the scriptures. | 17.12: But that sacrifice which is offered with the intention of gaining a reward and for the sake of show, know it, O Arjuna, to be Rajasic. | 17.13: That sacrifice which is devoid of authority, which uses offerings not sanctioned by the Sastras, which is performed without recitation of hymns and devoid of gifts and faith - that, they say, is marked by Tamas."
"sk17_04","seekers","17","4","faith shapes actions","17.20, 17.21, 17.22","8-10 years (deeper, can mention Arjuna/Krishna)","17.20: Gifts given with the feeling that it is one's own duty to give, to one who makes no return, at the proper place and time to the deserving person—that is said to be sattvika. | 17.21: But that which is given as a consideration for something received or in expectation of a future reward, or grudgingly, is called a Rajasika gift. | 17.22: That gift which is given at the wrong place, wrong time, to an unworthy recipient, without due respect and with contempt, is called the gift of a Tamasa nature.","17.20: Gifts given with the feeling that it is one's own duty to give, to one who makes no return, at the proper place and time to the deserving person—that is said to be sattvika. | 17.21: But that which is given as a consideration for something received or in expectation of a future reward, or grudgingly, is called a Rajasika gift. | 17.22: That gift which is given at the wrong place, wrong time, to an unworthy recipient, without due respect and with contempt, is called the gift of a Tamasa nature."
"sk17_05","seekers","17","5","sattvic rajasic tamasic worship","17.23, 17.24","8-10 years (deeper, can mention Arjuna/Krishna)","17.23: Om, Tat, Sat—thus, Brahman is denoted by this threefold expression. In the past, Brahmanas, the Vedas, and sacrifices were ordained in association with these. | 17.24: Therefore, the Veda-enjoined sacrificial acts, gifts, and austerities, expounded by the Vedas, or those belonging to the first three stations, are always begun after pronouncing Om at the beginning.","17.23: Om, Tat, Sat—thus, Brahman is denoted by this threefold expression. In the past, Brahmanas, the Vedas, and sacrifices were ordained in association with these. | 17.24: Therefore, the Veda-enjoined sacrificial acts, gifts, and austerities, expounded by the Vedas, or those belonging to the first three stations, are always begun after pronouncing Om at the beginning."
"sk17_06","seekers","17","6","OM Tat Sat","17.26, 17.27","8-10 years (deeper, can mention Arjuna/Krishna)","17.26: This term ""Sat"" is used in the sense of existence and goodness. And so also, O Arjuna, the word ""Sat"" is applied to an auspicious action. | 17.27: Devotion to sacrifice, austerity, and gifts is also referred to as Sat; and thus, any action for such purposes is known as Sat.","17.26: This term ""Sat"" is used in the sense of existence and goodness. And so also, O Arjuna, the word ""Sat"" is applied to an auspicious action. | 17.27: Devotion to sacrifice, austerity, and gifts is also referred to as Sat; and thus, any action for such purposes is known as Sat."
"sk17_07","seekers","17","7","faith shapes actions","17.27, 17.28","8-10 years (deeper, can mention Arjuna/Krishna)","17.27: Devotion to sacrifice, austerity, and gifts is also referred to as Sat; and thus, any action for such purposes is known as Sat. | 17.28: Whatever offering or gift is made, whatever austerity is practiced, and whatever action is performed without faith, that is called Asat, O Arjuna. It is of no value here or hereafter.","17.27: Devotion to sacrifice, austerity, and gifts is also referred to as Sat; and thus, any action for such purposes is known as Sat. | 17.28: Whatever offering or gift is made, whatever austerity is practiced, and whatever action is performed without faith, that is called Asat, O Arjuna. It is of no value here or hereafter."
"sk17_08","seekers","17","8","sattvic rajasic tamasic worship","17.1, 17.3","8-10 years (deeper, can mention Arjuna/Krishna)","17.1: Arjuna said, ""Now, O Krsna, what is the position or basis of those who, despite leaving aside the injunction of the Sastra, still worship with faith? Is it Sattva, Rajas, or Tamas?"" | 17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who they are.","17.1: Arjuna said, ""Now, O Krsna, what is the position or basis of those who, despite leaving aside the injunction of the Sastra, still worship with faith? Is it Sattva, Rajas, or Tamas?"" | 17.3: O Arjuna, the faith of everyone is in accordance with their inner organ (Antahkarana). Each person consists of faith; whatever their faith is, that is who they are."
"s18_01","seeds","18","1","types of renunciation","18.2, 18.3","5-7 years (simple school/home analogies)","18.2: The Lord said, ""The sages hold that Sannyasa is the giving up of all works motivated by desire, and the wise declare Tyaga to be the abandonment of the fruit... | 18.3: Some sages say that all actions should be abandoned as evil; others declare that works such as sacrifices, gifts, and austerities should not be abandoned.","18.2: The Lord said, ""The sages hold that Sannyasa is the giving up of all works motivated by desire, and the wise declare Tyaga to be the abandonment of the fruit... | 18.3: Some sages say that all actions should be abandoned as evil; others declare that works such as sacrifices, gifts, and austerities should not be abandoned."
"s18_02","seeds","18","2","five causes of action","18.5, 18.6, 18.7","5-7 years (simple school/home analogies)","18.5: (a) The acts of sacrifice, gifts, and austerities should not be relinquished; but should be performed... (b) ...For sacrifices, gifts, and austerities are th... | 18.6: It is My decided and final view that even these acts should be done, O Arjuna, with relinquishment of attachment and the forsaking of the fruits thereof. | 18.7: But the renunciation of obligatory acts is not proper; abandonment of these through delusion is declared to be of a Tamasic nature.","18.5: (a) The acts of sacrifice, gifts, and austerities should not be relinquished; but should be performed... (b) ...For sacrifices, gifts, and austerities are th... | 18.6: It is My decided and final view that even these acts should be done, O Arjuna, with relinquishment of attachment and the forsaking of the fruits thereof. | 18.7: But the renunciation of obligatory acts is not proper; abandonment of these through delusion is declared to be of a Tamasic nature."
"s18_03","seeds","18","3","final teaching surrender","18.11, 18.12, 18.13","5-7 years (simple school/home analogies)","18.11: For, it is impossible for one who has a body to completely abandon actions. But he who gives up the results of his works is called the one who has abandoned ... | 18.12: Undesirable, desirable, and mixed—thus, threefold is the fruit of work that accrues after death to those who have not renounced; but to those who have renoun... | 18.13: Learn from Me, O Arjuna, these five causes for the accomplishment of all acts, as described in Sankhya-krtanta—the science of exact understanding of things—f...","18.11: For, it is impossible for one who has a body to completely abandon actions. But he who gives up the results of his works is called the one who has abandoned ... | 18.12: Undesirable, desirable, and mixed—thus, threefold is the fruit of work that accrues after death to those who have not renounced; but to those who have renoun... | 18.13: Learn from Me, O Arjuna, these five causes for the accomplishment of all acts, as described in Sankhya-krtanta—the science of exact understanding of things—f..."
"s18_04","seeds","18","4","types of renunciation","18.15, 18.16","5-7 years (simple school/home analogies)","18.15: For whatever action a person undertakes with their body, speech, and mind, whether right or wrong, i.e., enjoined or forbidden by the Sastras, the following ... | 18.16: Therefore, he who, due to his uncultivated understanding, perceives only the self as the agent, he of wicked mind does not truly perceive.","18.15: For whatever action a person undertakes with their body, speech, and mind, whether right or wrong, i.e., enjoined or forbidden by the Sastras, the following ... | 18.16: Therefore, he who, due to his uncultivated understanding, perceives only the self as the agent, he of wicked mind does not truly perceive."
"s18_05","seeds","18","5","five causes of action","18.33, 18.34","5-7 years (simple school/home analogies)","18.33: That fortitude, by which one maintains the unwavering activities of the mind and vital force, and these sense-organs, through yoga—that fortitude is of the n... | 18.34: That dhṛti, O Arjuna, by which one, who is desirous of fruits, longs for them with intense attachment and holds fast to duty, desire, and wealth—that dhṛti i...","18.33: That fortitude, by which one maintains the unwavering activities of the mind and vital force, and these sense-organs, through yoga—that fortitude is of the n... | 18.34: That dhṛti, O Arjuna, by which one, who is desirous of fruits, longs for them with intense attachment and holds fast to duty, desire, and wealth—that dhṛti i..."
"s18_06","seeds","18","6","final teaching surrender","18.46, 18.47","5-7 years (simple school/home analogies)","18.46: From whom all beings arise and by whom all this is pervaded—by worshipping Him with one's own duty, one reaches perfection. | 18.47: Better is one's own duty, though ill done, than the duty of another, though well-performed. When one does the duty ordained by their own nature, they incur n...","18.46: From whom all beings arise and by whom all this is pervaded—by worshipping Him with one's own duty, one reaches perfection. | 18.47: Better is one's own duty, though ill done, than the duty of another, though well-performed. When one does the duty ordained by their own nature, they incur n..."
"s18_07","seeds","18","7","types of renunciation","18.54, 18.55","5-7 years (simple school/home analogies)","18.54: Having realized the state of Brahman, tranquil, he neither grieves nor craves. Regarding all beings alike, he attains supreme devotion to Me. | 18.55: Through devotion, he comes to know Me fully—who and what I am in reality, who I am and how I am. Knowing Me thus in truth, he forthwith enters into Me.","18.54: Having realized the state of Brahman, tranquil, he neither grieves nor craves. Regarding all beings alike, he attains supreme devotion to Me. | 18.55: Through devotion, he comes to know Me fully—who and what I am in reality, who I am and how I am. Knowing Me thus in truth, he forthwith enters into Me."
"s18_08","seeds","18","8","five causes of action","18.57, 18.58","5-7 years (simple school/home analogies)","18.57: Surrender all your actions to Me with your mind, keep Me as your goal, and practice Buddhi-yoga, focusing your thoughts on Me always. | 18.58: Focusing your thoughts on Me, you shall, by My grace, cross over all difficulties. If, however, out of self-conceit, you do not heed Me, you will perish.","18.57: Surrender all your actions to Me with your mind, keep Me as your goal, and practice Buddhi-yoga, focusing your thoughts on Me always. | 18.58: Focusing your thoughts on Me, you shall, by My grace, cross over all difficulties. If, however, out of self-conceit, you do not heed Me, you will perish."
"s18_09","seeds","18","9","final teaching surrender","18.61, 18.62","5-7 years (simple school/home analogies)","18.61: The Lord, O Arjuna, abides in the heart of every being, spinning them round and round, as if mounted on a wheel, by His power. | 18.62: Seek refuge in Him alone, O Arjuna, with the entirety of your being. By His grace, you shall find supreme peace and an eternal abode.","18.61: The Lord, O Arjuna, abides in the heart of every being, spinning them round and round, as if mounted on a wheel, by His power. | 18.62: Seek refuge in Him alone, O Arjuna, with the entirety of your being. By His grace, you shall find supreme peace and an eternal abode."
"s18_10","seeds","18","10","types of renunciation","18.66, 18.67","5-7 years (simple school/home analogies)","18.66: Relinquishing all Dharmas completely, seek Me alone for refuge. I will release you from all sins; grieve not. | 18.67: Never should this be told by you to one who is not austere, who is not a devotee, nor to one who has no desire to listen, nor certainly to him who speaks ill...","18.66: Relinquishing all Dharmas completely, seek Me alone for refuge. I will release you from all sins; grieve not. | 18.67: Never should this be told by you to one who is not austere, who is not a devotee, nor to one who has no desire to listen, nor certainly to him who speaks ill..."
"s18_11","seeds","18","11","five causes of action","18.77, 18.78","5-7 years (simple school/home analogies)","18.77: And, remembering over and over again that most marvelous form of Hari, great is my amazement, O King, and I rejoice again and again. | 18.78: Wherever there is Sri Krsna, the Lord of Yoga, and Arjuna the archer, there is always fortune, victory, wealth, and sound morality. This is my firm conviction.","18.77: And, remembering over and over again that most marvelous form of Hari, great is my amazement, O King, and I rejoice again and again. | 18.78: Wherever there is Sri Krsna, the Lord of Yoga, and Arjuna the archer, there is always fortune, victory, wealth, and sound morality. This is my firm conviction."
"sk18_01","seekers","18","1","types of renunciation","18.1, 18.2","8-10 years (deeper, can mention Arjuna/Krishna)","18.1: Arjuna said, ""I desire to know the truth about renunciation and abnegation separately, O Krishna."" | 18.2: The Lord said, ""The sages hold that Sannyasa is the giving up of all works motivated by desire, and the wise declare Tyaga to be the abandonment of the fruits of all works.","18.1: Arjuna said, ""I desire to know the truth about renunciation and abnegation separately, O Krishna."" | 18.2: The Lord said, ""The sages hold that Sannyasa is the giving up of all works motivated by desire, and the wise declare Tyaga to be the abandonment of the fruits of all works."
"sk18_02","seekers","18","2","five causes of action","18.3, 18.4, 18.5","8-10 years (deeper, can mention Arjuna/Krishna)","18.3: Some sages say that all actions should be abandoned as evil; others declare that works such as sacrifices, gifts, and austerities should not be abandoned. | 18.4: Listen to My decision, O Arjuna, concerning abandonment; for abandonment is declared to be of three kinds. | 18.5: (a) The acts of sacrifice, gifts, and austerities should not be relinquished; but should be performed... (b) ...For sacrifices, gifts, and austerities are the means of purification for the wise.","18.3: Some sages say that all actions should be abandoned as evil; others declare that works such as sacrifices, gifts, and austerities should not be abandoned. | 18.4: Listen to My decision, O Arjuna, concerning abandonment; for abandonment is declared to be of three kinds. | 18.5: (a) The acts of sacrifice, gifts, and austerities should not be relinquished; but should be performed... (b) ...For sacrifices, gifts, and austerities are the means of purification for the wise."
"sk18_03","seekers","18","3","final teaching surrender","18.5, 18.6, 18.7","8-10 years (deeper, can mention Arjuna/Krishna)","18.5: (a) The acts of sacrifice, gifts, and austerities should not be relinquished; but should be performed... (b) ...For sacrifices, gifts, and austerities are the means of purification for the wise. | 18.6: It is My decided and final view that even these acts should be done, O Arjuna, with relinquishment of attachment and the forsaking of the fruits thereof. | 18.7: But the renunciation of obligatory acts is not proper; abandonment of these through delusion is declared to be of a Tamasic nature.","18.5: (a) The acts of sacrifice, gifts, and austerities should not be relinquished; but should be performed... (b) ...For sacrifices, gifts, and austerities are the means of purification for the wise. | 18.6: It is My decided and final view that even these acts should be done, O Arjuna, with relinquishment of attachment and the forsaking of the fruits thereof. | 18.7: But the renunciation of obligatory acts is not proper; abandonment of these through delusion is declared to be of a Tamasic nature."
"sk18_04","seekers","18","4","types of renunciation","18.11, 18.12, 18.13","8-10 years (deeper, can mention Arjuna/Krishna)","18.11: For, it is impossible for one who has a body to completely abandon actions. But he who gives up the results of his works is called the one who has abandoned them. | 18.12: Undesirable, desirable, and mixed—thus, threefold is the fruit of work that accrues after death to those who have not renounced; but to those who have renounced, none accrues whatsoever. | 18.13: Learn from Me, O Arjuna, these five causes for the accomplishment of all acts, as described in Sankhya-krtanta—the science of exact understanding of things—for the accomplishment of works.","18.11: For, it is impossible for one who has a body to completely abandon actions. But he who gives up the results of his works is called the one who has abandoned them. | 18.12: Undesirable, desirable, and mixed—thus, threefold is the fruit of work that accrues after death to those who have not renounced; but to those who have renounced, none accrues whatsoever. | 18.13: Learn from Me, O Arjuna, these five causes for the accomplishment of all acts, as described in Sankhya-krtanta—the science of exact understanding of things—for the accomplishment of works."
"sk18_05","seekers","18","5","five causes of action","18.15, 18.16","8-10 years (deeper, can mention Arjuna/Krishna)","18.15: For whatever action a person undertakes with their body, speech, and mind, whether right or wrong, i.e., enjoined or forbidden by the Sastras, the following five are its causes: | 18.16: Therefore, he who, due to his uncultivated understanding, perceives only the self as the agent, he of wicked mind does not truly perceive.","18.15: For whatever action a person undertakes with their body, speech, and mind, whether right or wrong, i.e., enjoined or forbidden by the Sastras, the following five are its causes: | 18.16: Therefore, he who, due to his uncultivated understanding, perceives only the self as the agent, he of wicked mind does not truly perceive."
"sk18_06","seekers","18","6","final teaching surrender","18.20, 18.21","8-10 years (deeper, can mention Arjuna/Krishna)","18.20: Know that knowledge to be sattvika, by which one sees in all beings an immutable existence, undivided even in the divided. | 18.21: But that knowledge which sees all beings, due to their individual nature, as distinct entities—know that knowledge to be Rajasic.","18.20: Know that knowledge to be sattvika, by which one sees in all beings an immutable existence, undivided even in the divided. | 18.21: But that knowledge which sees all beings, due to their individual nature, as distinct entities—know that knowledge to be Rajasic."
"sk18_07","seekers","18","7","types of renunciation","18.33, 18.34","8-10 years (deeper, can mention Arjuna/Krishna)","18.33: That fortitude, by which one maintains the unwavering activities of the mind and vital force, and these sense-organs, through yoga—that fortitude is of the nature of sattva. | 18.34: That dhṛti, O Arjuna, by which one, who is desirous of fruits, longs for them with intense attachment and holds fast to duty, desire, and wealth—that dhṛti is rajasika.","18.33: That fortitude, by which one maintains the unwavering activities of the mind and vital force, and these sense-organs, through yoga—that fortitude is of the nature of sattva. | 18.34: That dhṛti, O Arjuna, by which one, who is desirous of fruits, longs for them with intense attachment and holds fast to duty, desire, and wealth—that dhṛti is rajasika."
"sk18_08","seekers","18","8","five causes of action","18.37, 18.38, 18.39","8-10 years (deeper, can mention Arjuna/Krishna)","18.37: That which, at first, is like a poison but becomes like an elixir in the end, born from the serene state of mind focused on the Self—such pleasure is said to be Sattvika. | 18.38: That pleasure which arises from the contact of senses with their objects, which is like elixir at first but like poison in the end, is said to be Rajasic. | 18.39: That pleasure which, at the beginning and end, deludes the self, through sleep, sloth, and error, is declared to be tamasic.","18.37: That which, at first, is like a poison but becomes like an elixir in the end, born from the serene state of mind focused on the Self—such pleasure is said to be Sattvika. | 18.38: That pleasure which arises from the contact of senses with their objects, which is like elixir at first but like poison in the end, is said to be Rajasic. | 18.39: That pleasure which, at the beginning and end, deludes the self, through sleep, sloth, and error, is declared to be tamasic."
"sk18_09","seekers","18","9","final teaching surrender","18.40, 18.41","8-10 years (deeper, can mention Arjuna/Krishna)","18.40: There is no creature, on earth or among the gods in heaven, that is exempt from these three Gunas born of Prakrti. | 18.41: The duties of the Brahmanas, Ksatriyas, Vaisyas, and Sudras are clearly divided, O Arjuna, according to their Gunas, born of their nature.","18.40: There is no creature, on earth or among the gods in heaven, that is exempt from these three Gunas born of Prakrti. | 18.41: The duties of the Brahmanas, Ksatriyas, Vaisyas, and Sudras are clearly divided, O Arjuna, according to their Gunas, born of their nature."
"sk18_10","seekers","18","10","types of renunciation","18.45, 18.46, 18.47","8-10 years (deeper, can mention Arjuna/Krishna)","18.45: Devoting oneself to one's duty, one attains perfection. Hear now how one devoted to their own duty attains perfection. | 18.46: From whom all beings arise and by whom all this is pervaded—by worshipping Him with one's own duty, one reaches perfection. | 18.47: Better is one's own duty, though ill done, than the duty of another, though well-performed. When one does the duty ordained by their own nature, they incur no stain.","18.45: Devoting oneself to one's duty, one attains perfection. Hear now how one devoted to their own duty attains perfection. | 18.46: From whom all beings arise and by whom all this is pervaded—by worshipping Him with one's own duty, one reaches perfection. | 18.47: Better is one's own duty, though ill done, than the duty of another, though well-performed. When one does the duty ordained by their own nature, they incur no stain."
